churn,tenure,monthlycharges,totalcharges,churn_probability,risk_category
0,41,99.65,4220.35,0.06847881255013885,Low Risk
0,21,73.7,1558.7,0.5013929816751991,Medium Risk
0,55,50.05,2743.45,0.17747871443628305,Low Risk
0,69,60.25,4055.5,0.017831421050318756,Low Risk
1,26,105.75,2710.25,0.549741098863925,Medium Risk
0,69,87.3,6055.55,0.06992646613848807,Low Risk
1,18,48.35,810.7,0.6117107992248725,High Risk
0,47,54.25,2538.2,0.10719109282597056,Low Risk
0,72,85.3,6129.2,0.00898676112552218,Low Risk
0,33,50.0,1750.85,0.2748430159170544,Low Risk
1,2,24.4,36.55,0.5655823338799524,Medium Risk
0,72,90.95,6652.45,0.011204176447592043,Low Risk
0,37,72.25,2575.45,0.31605098755832567,Medium Risk
0,62,96.1,6019.35,0.3118864221537668,Medium Risk
0,71,19.85,1379.6,0.002644186769845429,Low Risk
0,23,55.3,1284.2,0.10464996046176418,Low Risk
0,16,20.1,296.15,0.04493497679363239,Low Risk
0,9,69.5,653.25,0.1748149121139959,Low Risk
0,17,25.15,412.6,0.03190519897187742,Low Risk
1,4,20.95,85.5,0.17063588154255266,Low Risk
1,1,49.55,49.55,0.5621658508887302,Medium Risk
0,24,79.65,1928.7,0.3795996552588045,Medium Risk
0,1,71.25,71.25,0.8300598479269791,High Risk
0,72,113.8,7845.8,0.056574624785157526,Low Risk
0,72,24.55,1750.7,0.005979607933897143,Low Risk
0,11,19.7,216.2,0.09536439888125826,Low Risk
1,9,20.25,178.5,0.12217868407137207,Low Risk
1,2,50.15,115.1,0.3137385224811552,Medium Risk
0,60,100.5,6029.0,0.2990110656417451,Low Risk
1,29,95.9,2745.2,0.6007260135703395,High Risk
0,49,74.45,3721.9,0.04199233183189194,Low Risk
0,30,104.1,3121.1,0.6468124144342363,High Risk
0,53,19.05,990.45,0.01429829800677228,Low Risk
0,39,25.0,1004.35,0.01023294604008167,Low Risk
0,9,19.05,157.65,0.13082646762912642,Low Risk
0,39,81.9,3219.75,0.10343259852641,Low Risk
0,8,69.7,572.85,0.596485563778575,Medium Risk
0,51,90.15,4554.85,0.3201170037523256,Medium Risk
0,71,25.35,1847.55,0.003371226817091394,Low Risk
0,71,24.65,1766.75,0.0067298256462435075,Low Risk
0,70,19.55,1462.05,0.004484811041609833,Low Risk
1,1,25.25,25.25,0.6431843285789365,High Risk
0,38,60.0,2193.2,0.050029718264517055,Low Risk
0,28,89.9,2433.5,0.3110722882839464,Medium Risk
0,32,19.4,641.15,0.05983380077700612,Low Risk
0,49,49.8,2398.4,0.018602565158463712,Low Risk
0,37,24.1,861.85,0.020012315604496775,Low Risk
0,10,54.25,583.0,0.20168729975915312,Low Risk
0,67,109.9,7332.4,0.12645442033912896,Low Risk
0,7,35.5,249.55,0.2225425232246323,Low Risk
0,51,87.55,4475.9,0.1763991279287262,Low Risk
1,9,45.15,416.45,0.2868092351009451,Low Risk
0,9,88.4,788.6,0.6200628169559149,High Risk
0,4,50.8,202.3,0.2872409870963867,Low Risk
0,71,99.0,6994.6,0.06920853562341993,Low Risk
1,50,84.4,4116.15,0.38351283164252653,Medium Risk
0,24,96.55,2263.45,0.19545158878140154,Low Risk
0,22,59.75,1374.35,0.08488815130449427,Low Risk
0,44,111.5,4915.15,0.4195124005497172,Medium Risk
0,33,24.25,838.5,0.07056130008396241,Low Risk
1,1,75.1,75.1,0.8684637513474902,High Risk
1,54,70.15,3715.65,0.13820426361834354,Low Risk
1,42,101.75,4273.45,0.519082562875588,Medium Risk
1,1,45.8,45.8,0.509541261236339,Medium Risk
0,1,20.5,20.5,0.2067059945664391,Low Risk
0,30,70.4,2044.75,0.05227503429078987,Low Risk
0,1,30.55,30.55,0.44279775640889696,Medium Risk
0,16,84.9,1398.25,0.18787023585720153,Low Risk
1,1,20.1,20.1,0.27257427186395355,Low Risk
1,9,40.65,328.95,0.33956165825049994,Medium Risk
1,46,101.0,4680.05,0.5675180095046581,Medium Risk
1,1,69.1,69.1,0.8137736564233234,High Risk
0,71,54.5,3778.2,0.00489246864592131,Low Risk
0,43,75.35,3161.4,0.29200702351181496,Low Risk
0,50,44.45,2188.45,0.07002741109932574,Low Risk
1,13,75.0,999.45,0.46287631780840927,Medium Risk
1,19,100.0,1888.65,0.1671693360762258,Low Risk
0,41,98.05,3990.6,0.4307564254431819,Medium Risk
1,1,71.15,71.15,0.8303288880230816,High Risk
1,24,54.15,1240.25,0.36321003648970984,Medium Risk
0,40,63.9,2635.0,0.08088132503662367,Low Risk
0,3,69.15,235.0,0.4625718208973798,Medium Risk
0,37,64.65,2347.85,0.07135392916767418,Low Risk
1,67,108.75,7156.2,0.05998421048951549,Low Risk
0,32,98.85,3089.6,0.5850113834286499,Medium Risk
1,6,49.15,270.8,0.37723564540334253,Medium Risk
0,32,89.6,2901.8,0.30893364768675835,Medium Risk
0,59,83.25,4949.1,0.3279753650594386,Medium Risk
0,30,70.25,2198.9,0.06439819617909896,Low Risk
1,20,19.4,374.5,0.12107573512829743,Low Risk
0,27,24.5,761.95,0.024327615461058043,Low Risk
1,20,79.15,1520.9,0.47052572775507473,Medium Risk
0,9,20.1,190.25,0.055417287553686675,Low Risk
0,68,73.0,5163.0,0.034668785249484045,Low Risk
0,69,61.4,4059.85,0.0057818345406062625,Low Risk
0,26,84.3,2281.6,0.3222744549050634,Medium Risk
0,69,19.9,1356.7,0.0029130972004309274,Low Risk
0,11,20.4,231.45,0.025027703719807188,Low Risk
0,1,50.75,50.75,0.5160327238796574,Medium Risk
0,10,20.45,242.4,0.049657219413376204,Low Risk
0,55,75.75,4264.25,0.050257259587333875,Low Risk
0,44,65.4,2774.55,0.037184639088597454,Low Risk
1,46,80.4,3605.2,0.4175167738857574,Medium Risk
0,69,59.75,4069.9,0.00821693390210994,Low Risk
0,11,78.5,874.2,0.6610051934936467,High Risk
1,11,102.0,1145.35,0.6967242840814679,High Risk
0,29,48.95,1323.7,0.14675623780163516,Low Risk
0,57,99.65,5497.05,0.4668939478052472,Medium Risk
0,28,18.25,534.7,0.0313825124163771,Low Risk
0,42,54.55,2455.05,0.048307395984041705,Low Risk
1,2,20.65,38.7,0.18510158821210676,Low Risk
0,23,40.65,947.4,0.04782034029676228,Low Risk
0,18,20.45,357.0,0.06644640615638213,Low Risk
0,62,24.8,1476.25,0.01466580960190849,Low Risk
1,1,70.8,70.8,0.7430978920548346,High Risk
1,16,89.05,1448.6,0.4408609183971176,Medium Risk
1,3,96.6,291.9,0.8520974279252895,High Risk
0,67,88.8,5903.15,0.06079063237277836,Low Risk
0,62,20.05,1201.65,0.005476853173867209,Low Risk
1,57,104.5,5921.35,0.4239805259891941,Medium Risk
0,2,69.8,146.65,0.7201389493966114,High Risk
0,23,77.15,1759.4,0.032758618272244966,Low Risk
0,25,35.05,844.45,0.028863912145085206,Low Risk
0,72,108.1,7774.05,0.10299927399314313,Low Risk
0,2,84.05,134.05,0.8919847691821311,High Risk
0,8,20.2,140.95,0.11698701387046838,Low Risk
1,5,50.6,249.95,0.4318291906688666,Medium Risk
0,35,49.2,1701.65,0.3506767373627351,Medium Risk
0,24,24.6,592.65,0.06281043296221497,Low Risk
0,2,71.65,135.75,0.7203500419365189,High Risk
0,72,104.9,7732.65,0.033831932728245556,Low Risk
0,41,106.5,4282.4,0.28065841364274474,Low Risk
1,4,49.35,219.65,0.22867513948855972,Low Risk
0,26,75.5,2018.1,0.14014128582393287,Low Risk
1,7,94.25,669.0,0.6850615333050238,High Risk
1,1,68.95,68.95,0.819333244907669,High Risk
0,4,58.5,224.85,0.34114443271346506,Medium Risk
0,48,78.9,3771.5,0.018558227833969168,Low Risk
1,2,93.85,196.75,0.8977759882007069,High Risk
0,12,79.2,943.85,0.21099981631644865,Low Risk
0,60,109.45,6572.85,0.31524838072328404,Medium Risk
0,55,59.2,3175.85,0.01617981131252893,Low Risk
0,1,29.15,29.15,0.4472036641831189,Medium Risk
0,1,20.05,20.05,0.20665830480823058,Low Risk
1,4,76.05,318.9,0.7066776045009164,High Risk
1,1,24.45,24.45,0.60530870780647,High Risk
0,42,66.5,2762.75,0.018361794167950862,Low Risk
0,1,49.55,49.55,0.3686525398310801,Medium Risk
1,7,89.35,631.85,0.6146491875076311,High Risk
0,3,73.6,232.5,0.574271306150552,Medium Risk
0,72,82.65,5919.35,0.026437615653531452,Low Risk
0,15,49.0,749.25,0.3649708401410227,Medium Risk
1,4,80.35,307.4,0.721729377044521,High Risk
0,11,25.2,245.15,0.12904555543612733,Low Risk
0,5,25.45,134.75,0.1932553579664986,Low Risk
1,1,55.8,55.8,0.5607396393443744,Medium Risk
0,72,110.9,8240.85,0.05536486186884175,Low Risk
0,55,77.75,4266.4,0.26634662084104316,Low Risk
0,40,26.2,1077.5,0.09095740750416531,Low Risk
0,57,19.9,1115.6,0.005831880480463721,Low Risk
1,1,79.05,79.05,0.8560413296403038,High Risk
1,1,95.0,95.0,0.8739613035245928,High Risk
1,1,25.2,25.2,0.5144108468188618,Medium Risk
0,52,80.85,4079.55,0.19514681053353378,Low Risk
1,41,98.4,4187.75,0.5898132185049975,Medium Risk
0,43,56.35,2391.15,0.06926967902395029,Low Risk
0,47,19.3,890.5,0.006010079381729595,Low Risk
0,3,50.4,137.25,0.4531264915521976,Medium Risk
1,66,79.4,5154.6,0.009823125108978422,Low Risk
0,55,55.25,3119.9,0.01228780399925349,Low Risk
0,29,19.1,529.5,0.031831509893899525,Low Risk
0,12,84.05,966.55,0.6514808697157821,High Risk
0,66,105.2,6936.85,0.47390242852160946,Medium Risk
1,35,101.4,3496.3,0.6365749602041855,High Risk
1,10,89.8,914.3,0.7371046146381981,High Risk
0,27,75.75,1929.0,0.43210840517802646,Medium Risk
0,58,95.3,5817.7,0.3316338542903674,Medium Risk
1,54,109.75,6110.2,0.04149963317607623,Low Risk
0,9,19.85,178.8,0.12215800035719478,Low Risk
1,2,19.3,28.3,0.1107389035078077,Low Risk
0,6,69.1,435.0,0.589844283759278,Medium Risk
1,26,91.25,2351.8,0.6038598057949288,High Risk
0,9,20.25,186.15,0.12050086601830844,Low Risk
0,8,54.75,445.85,0.2691443699124487,Low Risk
0,12,81.45,912.0,0.5958814584893354,Medium Risk
1,15,49.1,679.55,0.3984450203046367,Medium Risk
0,43,80.2,3581.6,0.14296413620397772,Low Risk
0,42,100.3,4222.95,0.47600506416659194,Medium Risk
1,31,65.25,1994.3,0.08101192060054747,Low Risk
0,66,90.95,5930.05,0.026148335670541256,Low Risk
1,18,85.45,1505.85,0.45233932533486937,Medium Risk
0,1,20.0,20.0,0.20681479600407765,Low Risk
1,61,94.1,5638.3,0.09001697622534822,Low Risk
0,10,79.85,797.25,0.5130207285146525,Medium Risk
1,1,71.65,71.65,0.8277178265847235,High Risk
0,18,73.55,1359.45,0.4324799827327155,Medium Risk
1,24,104.65,2542.45,0.5858094642879981,Medium Risk
0,3,19.3,54.7,0.15713168975523684,Low Risk
0,50,20.15,989.05,0.015396162025733648,Low Risk
0,1,44.55,44.55,0.48131021512147515,Medium Risk
0,2,54.45,87.3,0.3314211648588743,Medium Risk
0,17,19.65,351.55,0.06453564082907573,Low Risk
0,69,105.0,7297.75,0.13022640937578764,Low Risk
0,72,88.7,6301.7,0.019980243803898023,Low Risk
1,3,74.25,210.3,0.7862758629223119,High Risk
0,50,75.15,3822.45,0.039559463432150804,Low Risk
0,53,20.25,1048.45,0.005909302204714582,Low Risk
0,58,109.1,6393.65,0.06996509628760596,Low Risk
0,46,30.75,1489.3,0.05889977582374835,Low Risk
0,72,112.9,8061.5,0.2522143091648311,Low Risk
1,1,74.2,74.2,0.8857559768870911,High Risk
0,6,94.05,518.75,0.6422226332521133,High Risk
0,72,78.85,5763.15,0.011561850588983482,Low Risk
0,4,55.3,238.5,0.42751029426499304,Medium Risk
0,52,19.35,1031.7,0.005441624200687285,Low Risk
0,0,25.35,0.0,0.014990919138014733,Low Risk
0,2,20.45,34.8,0.10807304855049558,Low Risk
0,65,19.35,1319.95,0.004047096415593402,Low Risk
1,43,101.0,4388.4,0.553655148019103,Medium Risk
1,4,100.2,420.2,0.7985366571176442,High Risk
1,25,89.05,2177.45,0.4157126697559579,Medium Risk
0,51,78.65,3950.85,0.10938450305489907,Low Risk
0,12,74.75,827.05,0.4505643592635708,Medium Risk
1,57,70.1,3913.3,0.06473288945227461,Low Risk
0,24,19.9,533.5,0.025247994972929087,Low Risk
0,64,58.35,3756.45,0.03328265541314974,Low Risk
1,4,105.65,443.9,0.4883524625724116,Medium Risk
0,26,100.5,2599.95,0.6007823777383395,High Risk
0,15,20.05,284.3,0.07747632022880853,Low Risk
0,64,25.65,1740.8,0.0059766275845984,Low Risk
1,36,96.5,3436.1,0.6356307283036663,High Risk
0,27,95.0,2462.55,0.4929597491119339,Medium Risk
1,1,70.85,70.85,0.7019538844544,High Risk
1,35,85.95,3110.1,0.0881795732871926,Low Risk
1,4,73.9,280.85,0.6811288464867169,High Risk
0,8,45.45,411.75,0.3165472720590195,Medium Risk
0,10,20.0,198.6,0.1547345216409434,Low Risk
0,2,49.2,103.7,0.3141833556252434,Medium Risk
1,58,109.45,6144.55,0.11829584046579152,Low Risk
0,51,83.25,4089.45,0.024543378462927097,Low Risk
0,46,19.25,864.2,0.007924180924301572,Low Risk
0,1,19.65,19.65,0.30184069792467266,Medium Risk
0,46,72.8,3249.4,0.24944391358679727,Low Risk
0,50,109.65,5405.8,0.34451283656796733,Medium Risk
0,53,65.0,3363.8,0.05196244144633477,Low Risk
0,61,114.1,7132.15,0.39720487965375606,Medium Risk
0,5,20.65,93.55,0.17019761985907464,Low Risk
0,47,86.95,4138.9,0.047967436740001215,Low Risk
0,54,94.75,5121.75,0.22332101836022075,Low Risk
0,19,25.35,566.1,0.2324338165503142,Low Risk
0,26,105.45,2715.3,0.13478028405533732,Low Risk
0,70,25.4,1782.05,0.0036921297556744915,Low Risk
0,17,102.55,1742.5,0.65807425097609,High Risk
1,30,100.2,2983.8,0.6101648260597375,High Risk
0,1,24.0,24.0,0.25986778134833954,Low Risk
0,19,25.6,485.9,0.019910533033590656,Low Risk
0,26,73.5,1905.7,0.0718447763223573,Low Risk
1,21,74.05,1565.7,0.29339082497993557,Low Risk
0,50,98.25,4858.7,0.40490756127803024,Medium Risk
0,68,54.4,3723.65,0.09952357571645713,Low Risk
1,3,101.55,298.35,0.8267193279539524,High Risk
0,9,103.1,970.45,0.4298220796012742,Medium Risk
0,51,34.2,1782.0,0.013227260901026125,Low Risk
0,9,43.75,405.7,0.37540548947547175,Medium Risk
1,41,111.95,4534.9,0.3041542484302121,Medium Risk
0,22,100.65,2415.95,0.5346928775862273,Medium Risk
1,21,55.95,1157.05,0.2346665446022754,Low Risk
0,71,116.05,8297.5,0.05593227469591895,Low Risk
1,1,45.75,45.75,0.5075606603481457,Medium Risk
0,26,82.0,2083.1,0.15171740407127646,Low Risk
0,71,65.15,4681.75,0.006714251535025647,Low Risk
0,4,44.8,176.2,0.3596958890767038,Medium Risk
0,12,79.8,1001.2,0.4888586986688587,Medium Risk
0,18,88.85,1594.75,0.5063468974168861,Medium Risk
0,3,74.95,212.4,0.7830514239383787,High Risk
0,72,106.85,7677.4,0.19192773068380975,Low Risk
1,11,74.95,815.5,0.41483958843881585,Medium Risk
1,1,80.15,80.15,0.7617215115026783,High Risk
0,13,19.3,259.65,0.04724125308050798,Low Risk
1,72,109.25,8109.8,0.22813983294481005,Low Risk
0,42,56.1,2386.85,0.038286666884056124,Low Risk
0,17,19.7,340.35,0.07501913894568216,Low Risk
0,7,51.3,419.35,0.256913630116098,Low Risk
0,68,118.6,7990.05,0.04227091772861702,Low Risk
0,56,24.15,1402.25,0.007753720328508109,Low Risk
0,38,20.3,749.35,0.01838363701558574,Low Risk
0,72,115.5,8425.15,0.07024058691143789,Low Risk
0,48,25.05,1171.5,0.01933213929232741,Low Risk
0,52,109.1,5647.95,0.5064313740816982,Medium Risk
0,35,19.65,708.8,0.020727651767536624,Low Risk
0,67,111.3,7567.2,0.0934752913149481,Low Risk
0,1,29.9,29.9,0.42994254445044494,Medium Risk
0,53,80.6,4348.1,0.14839131721884521,Low Risk
0,34,20.8,635.9,0.04268333524575475,Low Risk
1,3,35.2,108.95,0.4774956289579989,Medium Risk
1,1,78.8,78.8,0.8111159046343029,High Risk
0,19,89.95,1682.4,0.23564945322778053,Low Risk
0,60,116.05,6925.9,0.09265531849574787,Low Risk
0,11,19.55,223.15,0.02463528015173201,Low Risk
1,47,106.4,5127.95,0.4838896285437247,Medium Risk
1,18,49.4,874.8,0.14489122616481034,Low Risk
0,60,115.25,6758.45,0.04459297082550858,Low Risk
0,72,24.8,1874.3,0.003767322517123047,Low Risk
0,39,19.9,791.15,0.01953258925477291,Low Risk
0,59,81.25,4639.45,0.07739577462547668,Low Risk
0,2,69.95,143.9,0.5236229907627814,Medium Risk
1,1,69.1,69.1,0.7779334458939116,High Risk
1,20,90.2,1776.55,0.5341015044630495,Medium Risk
1,6,93.55,536.4,0.7844493098255677,High Risk
0,71,86.4,6172.0,0.03556398870519573,Low Risk
0,24,66.3,1559.45,0.10229479252725712,Low Risk
0,67,94.65,6079.0,0.42075196623982064,Medium Risk
1,1,80.85,80.85,0.8240714656077779,High Risk
1,48,82.05,4029.95,0.20641416851868488,Low Risk
0,37,72.1,2658.4,0.06755544507291862,Low Risk
0,11,34.7,383.55,0.2916250419977851,Low Risk
1,3,20.55,51.15,0.23452696949024301,Low Risk
0,18,95.95,1745.5,0.45889915526906744,Medium Risk
0,50,44.8,2230.85,0.05541711429062273,Low Risk
0,67,109.4,7281.6,0.18648078541904908,Low Risk
0,25,71.05,1837.7,0.11885367261491465,Low Risk
1,2,78.55,149.55,0.84617710881278,High Risk
0,9,19.7,180.7,0.11735583907627126,Low Risk
0,10,40.25,411.45,0.08145963437043639,Low Risk
0,70,19.85,1328.35,0.0027838144349361946,Low Risk
0,9,68.25,576.95,0.271955804159413,Low Risk
0,4,20.15,68.45,0.21840630199632693,Low Risk
0,2,50.95,123.05,0.21909472798828275,Low Risk
1,1,78.65,78.65,0.8124805667728803,High Risk
0,19,25.15,468.35,0.32685292762905804,Medium Risk
0,7,20.25,174.7,0.16221451268279816,Low Risk
1,1,42.9,42.9,0.6104435603165054,High Risk
0,1,44.0,44.0,0.5515977444414747,Medium Risk
0,9,20.25,172.35,0.06041004153516961,Low Risk
1,3,34.25,139.35,0.22468327512703987,Low Risk
1,9,58.5,539.85,0.3050621108459356,Medium Risk
0,5,55.8,300.4,0.16829459942857888,Low Risk
0,56,88.9,4968.0,0.16090537681027564,Low Risk
0,18,57.65,992.7,0.12014124676304572,Low Risk
1,49,96.2,4718.25,0.6073860116790516,High Risk
0,70,79.15,5536.5,0.009050733515909667,Low Risk
0,72,108.05,7806.6,0.07664736837631948,Low Risk
1,6,74.4,434.1,0.5705295995304095,Medium Risk
0,17,94.8,1563.9,0.7221475649207685,High Risk
0,29,45.9,1332.4,0.4848795547264852,Medium Risk
1,6,105.3,545.2,0.8407420339603046,High Risk
0,63,102.6,6296.75,0.13148132113106295,Low Risk
1,16,73.85,1284.2,0.44696775091648205,Medium Risk
0,59,61.35,3645.5,0.0704327778802413,Low Risk
0,3,57.55,161.45,0.4939302035448679,Medium Risk
0,8,29.25,226.95,0.42541010519739814,Medium Risk
1,7,84.55,646.85,0.7440700816977076,High Risk
0,68,19.6,1441.65,0.0028630472045667677,Low Risk
0,68,111.75,7511.3,0.03904183074882196,Low Risk
0,52,106.5,5621.85,0.40563204357728433,Medium Risk
0,72,107.7,7919.8,0.04574940670468598,Low Risk
0,32,19.3,593.2,0.028638305993646855,Low Risk
0,72,20.05,1423.65,0.0029927162950472773,Low Risk
0,1,69.95,69.95,0.711319088315098,High Risk
0,42,63.7,2763.35,0.026148864391517087,Low Risk
1,25,24.75,692.1,0.020001359714625768,Low Risk
0,45,50.9,2298.55,0.07415976128607925,Low Risk
0,43,60.4,2640.55,0.07450099012077123,Low Risk
0,37,79.25,2911.8,0.09469540811683529,Low Risk
1,20,85.8,1727.5,0.5213296853664093,Medium Risk
1,4,24.45,86.6,0.6262337819142141,High Risk
0,63,110.1,6705.7,0.04667028992132895,Low Risk
0,3,90.7,237.65,0.7190626298148289,High Risk
0,66,25.3,1672.35,0.006064354870513233,Low Risk
1,28,105.7,2979.5,0.608046471716238,High Risk
0,8,85.2,695.75,0.6820666364594442,High Risk
0,71,24.35,1654.6,0.0035729084584286445,Low Risk
1,1,24.25,24.25,0.6943368084308557,High Risk
0,72,25.1,1857.85,0.003891896405316884,Low Risk
0,16,54.55,825.1,0.18390307888946467,Low Risk
0,66,96.6,6424.25,0.020006152588569734,Low Risk
1,11,76.5,837.95,0.6149708266319103,High Risk
0,51,81.15,4126.2,0.047387358204306076,Low Risk
0,8,38.5,330.8,0.48955765371054294,Medium Risk
0,14,92.9,1337.45,0.569637243129191,Medium Risk
1,4,93.5,362.2,0.7463006737987058,High Risk
0,70,84.7,5991.05,0.01876150900329562,Low Risk
0,70,66.0,4891.5,0.007081238635701264,Low Risk
1,54,101.5,5373.1,0.30719817167842534,Medium Risk
1,28,74.9,2068.55,0.23819052728227308,Low Risk
0,24,20.75,487.05,0.012545196644851486,Low Risk
0,69,61.45,4131.2,0.01748314853339652,Low Risk
0,42,54.5,2301.15,0.04247456982544744,Low Risk
1,2,69.6,131.65,0.7804183213429353,High Risk
0,39,99.75,4036.0,0.5954511033796319,Medium Risk
0,45,109.75,4900.65,0.10395189838432445,Low Risk
0,72,80.85,5727.45,0.011911391348242527,Low Risk
0,38,20.3,743.05,0.008766661302608817,Low Risk
0,72,67.8,4804.65,0.010530368370983843,Low Risk
1,1,24.05,24.05,0.3685058339038311,Medium Risk
0,72,19.8,1414.65,0.0030851998219598525,Low Risk
0,55,25.7,1443.65,0.00917526001553484,Low Risk
0,51,56.15,2898.95,0.1499762820013271,Low Risk
0,63,86.7,5309.5,0.018707722046266077,Low Risk
0,1,20.4,20.4,0.20701911793863284,Low Risk
0,23,19.65,451.55,0.01704187797540649,Low Risk
1,1,50.55,50.55,0.4912117228082118,Medium Risk
0,2,54.35,117.05,0.4349054320618504,Medium Risk
0,52,108.1,5839.3,0.2961134838020506,Low Risk
0,36,54.45,1893.5,0.053121271486996226,Low Risk
0,1,45.35,45.35,0.4152596428187475,Medium Risk
0,28,59.0,1654.45,0.06768172116255672,Low Risk
0,7,69.45,477.05,0.13397428503808367,Low Risk
1,14,100.55,1415.55,0.6549038132830693,High Risk
0,72,64.95,4546.0,0.021127914479089557,Low Risk
1,1,20.5,20.5,0.24818865730253584,Low Risk
0,10,18.85,163.2,0.12909922609014596,Low Risk
0,42,19.8,849.9,0.019576533454924237,Low Risk
0,7,25.05,189.95,0.3896143949384127,Medium Risk
1,4,74.8,321.9,0.5566466213030703,Medium Risk
0,72,114.3,8058.55,0.050167263227974296,Low Risk
1,20,24.45,482.8,0.38626031284896245,Medium Risk
0,63,109.2,7049.75,0.029290710887171115,Low Risk
0,56,45.05,2560.1,0.011427678965215205,Low Risk
0,5,51.0,286.8,0.2081077316490486,Low Risk
0,72,110.45,7982.5,0.08858869823934061,Low Risk
0,68,84.65,5683.6,0.2770030080134668,Low Risk
0,67,60.05,3994.05,0.009222009260260504,Low Risk
0,8,44.65,369.15,0.22399278941055425,Low Risk
0,52,93.25,4631.7,0.3365995452878718,Medium Risk
0,18,20.25,401.95,0.08721409256319296,Low Risk
0,59,25.45,1534.05,0.005899497916104368,Low Risk
0,60,20.6,1093.0,0.004458894708278019,Low Risk
0,7,94.1,701.3,0.7588492285215928,High Risk
0,59,34.8,1980.3,0.0279388845296159,Low Risk
0,46,60.75,2893.4,0.03753449732518861,Low Risk
0,70,84.8,5917.55,0.03384151865997469,Low Risk
1,14,71.0,914.0,0.39961056657688276,Medium Risk
0,44,50.15,2139.1,0.14326912636639214,Low Risk
0,64,94.6,5948.7,0.05933313847983273,Low Risk
0,58,59.75,3624.35,0.018364603665951648,Low Risk
0,46,100.25,4753.85,0.24697010257866922,Low Risk
0,58,98.9,5780.7,0.5461871455464068,Medium Risk
0,72,97.7,6869.7,0.09982881888681534,Low Risk
1,30,40.3,1172.95,0.418392243299509,Medium Risk
0,11,60.25,662.95,0.21727174591489148,Low Risk
0,34,56.25,1765.95,0.4650816162214743,Medium Risk
0,54,46.2,2431.95,0.02526036602307768,Low Risk
1,3,50.6,155.35,0.7274544180357839,High Risk
0,72,24.9,1859.2,0.00340424258739865,Low Risk
1,40,84.85,3303.05,0.3190441312429871,Medium Risk
1,2,65.7,134.35,0.4688263822998567,Medium Risk
0,54,63.35,3409.1,0.030103724272941005,Low Risk
0,14,50.1,709.5,0.1287425186523012,Low Risk
1,1,70.5,70.5,0.7488219270486645,High Risk
1,10,94.85,953.45,0.6824357408450863,High Risk
0,1,50.15,50.15,0.42680576592495645,Medium Risk
1,1,19.75,19.75,0.2075985658282547,Low Risk
0,56,64.65,3665.55,0.03634719376514573,Low Risk
0,68,79.6,5515.8,0.01570247536427248,Low Risk
0,14,19.5,272.0,0.06002576171979876,Low Risk
0,68,99.55,6668.0,0.054621050757528135,Low Risk
0,55,74.0,4052.4,0.4052167790355179,Medium Risk
0,16,38.9,664.4,0.3582992852888751,Medium Risk
0,9,79.55,718.55,0.68091385446144,High Risk
1,14,65.45,937.6,0.19571699564555115,Low Risk
1,58,98.7,5812.6,0.573672908966857,Medium Risk
0,53,46.3,2546.85,0.14729582896241658,Low Risk
0,70,99.35,6944.5,0.046740695747352665,Low Risk
0,14,95.8,1346.3,0.6898349234235388,High Risk
1,22,67.5,1544.05,0.057087195860486876,Low Risk
0,10,78.15,765.15,0.46286029726704697,Medium Risk
0,29,26.1,692.55,0.017001920551163795,Low Risk
1,1,69.6,69.6,0.8136731027282724,High Risk
1,49,84.35,4059.35,0.09666467040021702,Low Risk
1,68,100.2,6851.65,0.4839322571719604,Medium Risk
1,1,78.05,78.05,0.8094152836503725,High Risk
0,30,40.35,1187.05,0.15105626663941413,Low Risk
0,72,79.2,5401.9,0.008810968939525845,Low Risk
0,10,20.9,247.0,0.1428919751174757,Low Risk
1,7,73.6,520.0,0.5943631586612822,Medium Risk
1,9,74.75,706.6,0.6240365688334809,High Risk
0,1,49.9,49.9,0.3031246755193828,Medium Risk
0,20,68.9,1370.35,0.22765199091055496,Low Risk
0,1,20.25,20.25,0.27376879233888635,Low Risk
0,29,76.0,2215.25,0.37605320065858067,Medium Risk
0,1,74.0,74.0,0.696628109130299,High Risk
0,3,82.3,214.4,0.47521642172722894,Medium Risk
0,20,89.4,1871.15,0.2879723907213986,Low Risk
0,64,99.15,6171.2,0.2047111677940844,Low Risk
1,1,20.2,20.2,0.2721960295251509,Low Risk
0,6,29.45,161.45,0.34481758843493154,Medium Risk
0,50,19.8,1013.2,0.009995956694342036,Low Risk
0,6,59.15,336.7,0.37711328264634664,Medium Risk
0,7,44.75,333.65,0.274449307138224,Low Risk
0,72,90.8,6511.8,0.06605880541934943,Low Risk
0,8,49.55,393.45,0.3090793412673685,Medium Risk
0,67,106.7,7009.5,0.038599905458437195,Low Risk
1,24,93.55,2264.05,0.6633277129512339,High Risk
0,72,94.45,6921.7,0.04964950851658149,Low Risk
0,33,19.45,600.25,0.03827788109900545,Low Risk
1,2,25.05,56.35,0.6332088265217056,High Risk
0,70,67.95,4664.15,0.007028371232686425,Low Risk
0,22,65.25,1441.8,0.07963221499510427,Low Risk
0,59,99.45,5623.7,0.31373936751982034,Medium Risk
0,36,20.35,695.85,0.031218379939963365,Low Risk
0,51,19.95,1028.75,0.005642674310986914,Low Risk
0,53,77.4,4155.95,0.03978096349836621,Low Risk
0,20,19.7,395.6,0.0366094523256004,Low Risk
0,63,99.7,6330.4,0.04356977862523536,Low Risk
